T10,Health Personnel,,,,,
634,Qatar,2016,Health personnel: Pharmacists (number),"2,757",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2016,Health personnel: Pharmacists (per 1000 population),1.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2016,Health personnel: Nurses and midwives (number),"16,968",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2016,Health personnel: Nurses and midwives personnel (per 1000 population),6.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2017,Health personnel: Physicians (number),2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
634,Qatar,2017,Health personnel: Physicians (per 1000 population),0.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
410,Republic of Korea,2005,Health personnel: Physicians (number),"85,369",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
410,Republic of Korea,2005,Health personnel: Physicians (per 1000 population),1.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
410,Republic of Korea,2005,Health personnel: Dentists (number),"21,581",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
410,Republic of Korea,2005,Health personnel: Dentists (per 1000 population),0.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
410,Republic of Korea,2005,Health personnel: Pharmacists (number),"54,829",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
410,Republic of Korea,2005,Health personnel: Pharmacists (per 1000 population),1.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
410,Republic of Korea,2005,Health personnel: Nurses and midwives (number),"222,301",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
410,Republic of Korea,2005,Health personnel: Nurses and midwives personnel (per 1000 population),4.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
410,Republic of Korea,2010,Health personnel: Physicians (number),"98,293",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
410,Republic of Korea,2010,Health personnel: Physicians (per 1000 population),2.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
410,Republic of Korea,2010,Health personnel: Dentists (number),"20,936",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
410,Republic of Korea,2010,Health personnel: Dentists (per 1000 population),0.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
410,Republic of Korea,2010,Health personnel: Pharmacists (number),"32,152",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
410,Republic of Korea,2010,Health personnel: Pharmacists (per 1000 population),0.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
410,Republic of Korea,2010,Health personnel: Nurses and midwives (number),"278,702",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
410,Republic of Korea,2010,Health personnel: Nurses and midwives personnel (per 1000 population),5.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
410,Republic of Korea,2015,Health personnel: Physicians (number),"114,322",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
410,Republic of Korea,2015,Health personnel: Physicians (per 1000 population),2.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
410,Republic of Korea,2015,Health personnel: Dentists (number),"23,540",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
410,Republic of Korea,2015,Health personnel: Dentists (per 1000 population),0.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
410,Republic of Korea,2015,Health personnel: Pharmacists (number),"33,206",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
410,Republic of Korea,2015,Health personnel: Pharmacists (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
410,Republic of Korea,2015,Health personnel: Nurses and midwives (number),"304,142",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
410,Republic of Korea,2015,Health personnel: Nurses and midwives personnel (per 1000 population),6.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
410,Republic of Korea,2017,Health personnel: Physicians (number),"120,630",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
410,Republic of Korea,2017,Health personnel: Physicians (per 1000 population),2.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
410,Republic of Korea,2017,Health personnel: Dentists (number),"25,300",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
410,Republic of Korea,2017,Health personnel: Dentists (per 1000 population),0.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
410,Republic of Korea,2017,Health personnel: Pharmacists (number),"36,980",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
410,Republic of Korea,2017,Health personnel: Pharmacists (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
410,Republic of Korea,2017,Health personnel: Nurses and midwives (number),"355,524",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
410,Republic of Korea,2017,Health personnel: Nurses and midwives personnel (per 1000 population),7.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
498,Republic of Moldova,2010,Health personnel: Physicians (number),"9,962",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
498,Republic of Moldova,2010,Health personnel: Physicians (per 1000 population),2.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
498,Republic of Moldova,2010,Health personnel: Dentists (number),"1,641",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
498,Republic of Moldova,2010,Health personnel: Dentists (per 1000 population),0.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
498,Republic of Moldova,2010,Health personnel: Pharmacists (number),"1,779",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
498,Republic of Moldova,2010,Health personnel: Pharmacists (per 1000 population),0.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
498,Republic of Moldova,2010,Health personnel: Nurses and midwives (number),"23,869",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
498,Republic of Moldova,2010,Health personnel: Nurses and midwives personnel (per 1000 population),5.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
498,Republic of Moldova,2013,Health personnel: Physicians (number),"10,432",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
498,Republic of Moldova,2013,Health personnel: Physicians (per 1000 population),2.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
498,Republic of Moldova,2013,Health personnel: Dentists (number),"1,751",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
498,Republic of Moldova,2013,Health personnel: Dentists (per 1000 population),0.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
498,Republic of Moldova,2013,Health personnel: Pharmacists (number),"1,901",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
498,Republic of Moldova,2013,Health personnel: Pharmacists (per 1000 population),0.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
