T06,"Ratio of girls to boys in primary, secondary and tertiary education",,,,,
686,Senegal,2015,Ratio of girls to boys in primary education,1.1202,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
686,Senegal,2016,Ratio of girls to boys in primary education,1.1219,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
686,Senegal,2017,Ratio of girls to boys in primary education,1.1581,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
686,Senegal,1985,Ratio of girls to boys in secondary education,0.4992,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
686,Senegal,2005,Ratio of girls to boys in secondary education,0.7474,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
686,Senegal,2010,Ratio of girls to boys in secondary education,0.8717,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
686,Senegal,2017,Ratio of girls to boys in secondary education,1.0917,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
686,Senegal,1985,Ratio of girls to boys in tertiary education,0.2624,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
686,Senegal,2010,Ratio of girls to boys in tertiary education,0.5898,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
686,Senegal,2015,Ratio of girls to boys in tertiary education,0.6047,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
686,Senegal,2016,Ratio of girls to boys in tertiary education,0.6015,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
686,Senegal,2017,Ratio of girls to boys in tertiary education,0.6086,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
688,Serbia,2005,Ratio of girls to boys in primary education,1.0053,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
688,Serbia,2010,Ratio of girls to boys in primary education,0.9950,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
688,Serbia,2015,Ratio of girls to boys in primary education,0.9978,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
688,Serbia,2016,Ratio of girls to boys in primary education,0.9980,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
688,Serbia,2017,Ratio of girls to boys in primary education,1.0010,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
688,Serbia,2005,Ratio of girls to boys in secondary education,1.0305,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
688,Serbia,2010,Ratio of girls to boys in secondary education,1.0200,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
688,Serbia,2015,Ratio of girls to boys in secondary education,1.0144,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
688,Serbia,2016,Ratio of girls to boys in secondary education,1.0132,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
688,Serbia,2017,Ratio of girls to boys in secondary education,1.0078,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
688,Serbia,2005,Ratio of girls to boys in tertiary education,1.2980,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
688,Serbia,2010,Ratio of girls to boys in tertiary education,1.2984,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
688,Serbia,2015,Ratio of girls to boys in tertiary education,1.3333,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
688,Serbia,2016,Ratio of girls to boys in tertiary education,1.3143,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
688,Serbia,2017,Ratio of girls to boys in tertiary education,1.3548,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
690,Seychelles,1985,Ratio of girls to boys in primary education,1.0357,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
690,Seychelles,1995,Ratio of girls to boys in primary education,1.0154,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
690,Seychelles,2005,Ratio of girls to boys in primary education,0.9815,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
690,Seychelles,2010,Ratio of girls to boys in primary education,1.0308,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
690,Seychelles,2015,Ratio of girls to boys in primary education,0.9932,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
690,Seychelles,2016,Ratio of girls to boys in primary education,0.9930,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
690,Seychelles,2017,Ratio of girls to boys in primary education,1.0147,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
690,Seychelles,1985,Ratio of girls to boys in secondary education,1.0198,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
690,Seychelles,1995,Ratio of girls to boys in secondary education,0.9999,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
690,Seychelles,2005,Ratio of girls to boys in secondary education,1.0727,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
690,Seychelles,2010,Ratio of girls to boys in secondary education,1.0631,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
690,Seychelles,2015,Ratio of girls to boys in secondary education,1.0454,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
690,Seychelles,2016,Ratio of girls to boys in secondary education,1.0690,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
690,Seychelles,2017,Ratio of girls to boys in secondary education,1.0706,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
690,Seychelles,2015,Ratio of girls to boys in tertiary education,2.1615,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
